Recording_ID,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
736638,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Andrew Harrop,United Kingdom,"Aberdaron, Gwynedd, Wales",52.7667,-4.787,20,call,,adult,field recording,//xeno-canto.org/736638,https://xeno-canto.org/736638/download,XC736638-220705-MS5 clip.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736638-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736638-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736638-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736638-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC736638-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC736638-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC736638-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,00:50,00:30,06/07/2022,10/07/2022,[],Calls from birds in burrows; birds began calling about midnight. ,yes,yes,no,,,no,,,44100
736637,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Andrew Harrop,United Kingdom,"Aberdaron, Gwynedd, Wales",52.7667,-4.787,20,flight call,"female, male",adult,field recording,//xeno-canto.org/736637,https://xeno-canto.org/736637/download,XC736637-220705-MS4 clip.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736637-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736637-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736637-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736637-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC736637-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC736637-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC736637-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,00:22,00:30,06/07/2022,10/07/2022,[],Flight calls from birds above breeding colony; the 'higher pitched' calls are made by males; birds began calling about midnight.,yes,yes,no,,,no,,,44100
736635,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Andrew Harrop,United Kingdom,"Aberdaron, Gwynedd, Wales",52.7667,-4.787,20,flight call,"female, male",adult,field recording,//xeno-canto.org/736635,https://xeno-canto.org/736635/download,XC736635-220705-MS3 clip.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736635-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736635-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736635-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736635-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC736635-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC736635-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC736635-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,00:39,00:30,06/07/2022,10/07/2022,[],Flight calls from birds above breeding colony; the 'higher pitched' calls are made by males; birds began calling about midnight. ,yes,yes,no,,,no,,,44100
736627,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Andrew Harrop,United Kingdom,"Aberdaron, Gwynedd, Wales",52.7667,-4.787,20,call,,adult,field recording,//xeno-canto.org/736627,https://xeno-canto.org/736627/download,XC736627-220702-MS5 clip.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736627-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736627-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736627-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736627-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC736627-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC736627-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC736627-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,00:59,00:00,03/07/2022,10/07/2022,[],"Calls from birds in burrows; following the new moon, calling began about 23.45.",yes,yes,no,,,no,,,44100
736626,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Andrew Harrop,United Kingdom,"Aberdaron, Gwynedd, Wales",52.7667,-4.787,20,call,,adult,field recording,//xeno-canto.org/736626,https://xeno-canto.org/736626/download,XC736626-220702-MS4 clip.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736626-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736626-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736626-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736626-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC736626-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC736626-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC736626-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,00:24,00:00,03/07/2022,10/07/2022,[],"Calls from birds in burrows; following the new moon, calling began about 23.45.",yes,yes,no,,,no,,,44100
736622,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Andrew Harrop,United Kingdom,"Aberdaron, Gwynedd, Wales",52.7667,-4.787,20,call,,adult,field recording,//xeno-canto.org/736622,https://xeno-canto.org/736622/download,XC736622-220702-MS3 clip.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736622-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736622-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736622-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC736622-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC736622-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC736622-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC736622-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,00:32,00:00,03/07/2022,10/07/2022,[],"Calls from birds in burrows; following the new moon, calling began about 23.45. ",yes,yes,no,,,no,,,44100
735501,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Irish Wildlife Sounds,Ireland,"Derrynafinnia, County Cork",51.4522,-9.8189,0,nocturnal flight call,,,field recording,//xeno-canto.org/735501,https://xeno-canto.org/735501/download,XC735501-Manx Shearwater_NFC_Lissagriffin_210522_A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC735501-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC735501-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC735501-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC735501-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC735501-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC735501-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC735501-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,00:10,23:01,21/05/2022,02/07/2022,[],,no,no,no,,,no,,,44100
735500,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Irish Wildlife Sounds,Ireland,"Derrynafinnia, County Cork",51.4522,-9.8189,0,nocturnal flight call,,,field recording,//xeno-canto.org/735500,https://xeno-canto.org/735500/download,XC735500-Manx Shearwater_NFC_Lisagriffin_270422_2301_A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC735500-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC735500-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC735500-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC735500-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC735500-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC735500-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC735500-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,00:11,23:01,27/04/2022,02/07/2022,[],,no,no,no,,,no,,,44100
734703,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Irish Wildlife Sounds,Ireland,"Wicklow, County Wicklow",52.9606,-5.9989,0,nocturnal flight call,,,field recording,//xeno-canto.org/734703,https://xeno-canto.org/734703/download,XC734703-Manx Shearwater_NFC_Wickow Head_010522_A_3.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC734703-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC734703-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC734703-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC734703-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC734703-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC734703-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC734703-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,00:10,00:00,01/05/2022,28/06/2022,[],,yes,yes,no,,,no,,,44100
734702,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Irish Wildlife Sounds,Ireland,"Wicklow, County Wicklow",52.9606,-5.9989,0,nocturnal flight call,,,field recording,//xeno-canto.org/734702,https://xeno-canto.org/734702/download,XC734702-Manx Shearwater_NFC_Wickow Head_010522_A_2.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC734702-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC734702-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC734702-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC734702-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC734702-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC734702-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC734702-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,00:08,00:00,01/05/2022,28/06/2022,[],,yes,yes,no,,,no,,,44100
734701,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Irish Wildlife Sounds,Ireland,"Wicklow, County Wicklow",52.9606,-5.9989,0,nocturnal flight call,,,field recording,//xeno-canto.org/734701,https://xeno-canto.org/734701/download,XC734701-Manx Shearwater_NFC_Wickow Head_010522_A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC734701-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC734701-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC734701-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC734701-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC734701-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC734701-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC734701-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,00:13,00:00,01/05/2022,28/06/2022,[],,yes,yes,no,,,no,,,44100
716831,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Sean Morris,United Kingdom,"Rùm, Highland Council, Scotland",57.0161,-6.2787,10,nocturnal flight call,uncertain,adult,field recording,//xeno-canto.org/716831,https://xeno-canto.org/716831/download,XC716831-Manxie 19 april 2022 2249.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC716831-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC716831-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC716831-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/ffts/XC716831-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC716831-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC716831-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DNBTYQPEZZ/wave/XC716831-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,00:13,22:49,19/04/2022,20/04/2022,[],,no,no,no,,,no,,,48000
670087,Puffinus,puffinus,puffinus,birds,Manx Shearwater,Hugo Leclerc,France,"Arrondissement de Brest (near  Ouessant), Finistère, Bretagne",48.4745,-5.0567,60,flight call,,adult,field recording,//xeno-canto.org/670087,https://xeno-canto.org/670087/download,XC670087-SMA02474_20210514_010006.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/QTGAEEQXLN/ffts/XC670087-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QTGAEEQXLN/ffts/XC670087-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QTGAEEQXLN/ffts/XC670087-large.png', 'full': '//xeno-canto.org/sounds/uploaded/QTGAEEQXLN/ffts/XC670087-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/QTGAEEQXLN/wave/XC670087-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QTGAEEQXLN/wave/XC670087-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QTGAEEQXLN/wave/XC670087-large.png'}",//creativecommons.org/licenses/by/4.0/,A,00:07,01:00,14/05/2021,23/08/2021,[],,no,no,no,,,no,,,24000
